format_name,codes
CCHS_LBF_MJS,1=MULT ALL YR; 2=MULT NOT ALL YR; 3=ONE JOB; 4=NO JOB - MULT LY; 5=NO JOB - NO MULT; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_LBF_PFT,1=FULL-TIME; 2=PART-TIME; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_LONQ01FM,1=HARDLY EVER; 2=SOME OF THE TIME; 3=OFTEN; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_LONSCRFM,6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_LSCDCWS,1=AT WORK LAST WK; 2=ABSENT LAST WK; 3=NO JOB LAST WK; 4=UNABLE/PERMANENT; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_LSCDCWSL,1=AT WORK LAST WK; 2=TEMPORARY LAYOFF; 3=ABS/OTHER REASON; 4=NO JOB/LOOKED; 5=NO JOB/NOT LOOK; 6=PERMANENT UNABLE; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_LSCDHPW,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_LSCDJST,1=JOB ALL PAST YR; 2=W/O JOB/LOOK; 3=W/O JOB/NOT LOOK; 4=HAD JOB/LOOK; 5=HAD JOB/NOT LOOK; 6=LOOK / NOT LOOK; 7=JOB/LOOK/NO LOOK; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL
CCHS_LSCDRNW,1=PERM. UNABLE; 10=BELIEVES NO WORK; 2=ILLNESS/DISABLE; 3=CARE-OWN CHILD; 4=CARE-ELDER REL; 5=PREGNANCY; 6=OTH PER/FAM RESP; 7=VACATION; 8=SCHOOL/ED LEAVE; 9=RETIRED
CCHS_LSC_13F,1=ILLNESS/DISABLE; 10=OTHER; 2=CARE-OWN CHILD; 3=CARE-ELDER REL; 4=PREGNANCY; 5=OTH PER/FAM RESP; 6=VACATION; 7=SCHOOL/ED LEAVE; 8=RETIRED; 9=BELIEVES NO WORK
CCHS_LSC_1F,1=YES; 2=NO; 3=PERM UNABLE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_LSC_31F,1=EMPLOYEE; 2=SELF-EMPLOYED; 3=FAM BUS NO PAY; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_LSC_41F,1=ILLNESS/DISABLE; 10=CASUAL/NO WORK; 2=CARE-OWN CHILD; 3=CARE-ELDERLY; 4=MATERNITY; 5=PER/FAM RESP; 6=VACATION; 7=LABOUR DISPUTE; 8=TEMP LAYOFF; 9=SEASONAL LAYOFF
CCHS_LSC_43F,1=2 = &gt; HOURS &gt; PAY; 3== HOURS = PAY; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_LSC_44F,1=REG-DAYTIME; 2=REG-EVENING; 3=REG-NIGHT; 4=ROTATING SHIFT; 5=SPLIT SHIFT; 6=ON CALL; 7=IRREGULAR SCHED; 8=OTHER; 96=NOT APPLICABLE; 97=DON'T KNOW
CCHS_LSC_45F,1=JOB REQUIREMENT; 2=GOING TO SCHOOL; 3=CARE-OWN CHILD; 4=CARE-OTHER REL; 5=EARN MORE MONEY; 6=LIKES SCHEDULE; 7=OTHER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL
CCHS_LSC_52F,1=REG HHLD EXPENSE; 2=PAY DEBTS; 3=BUY SOMETHING; 4=SAVE FOR FUTURE; 5=GAIN EXPERIENCE; 6=BUILD BUSINESS; 7=ENJOY WORK/2 JOB; 8=OTHER; 96=NOT APPLICABLE; 97=DON'T KNOW
CCHS_LSC_73F,1=ILLNESS/DISABLE; 10=CASUAL/NO WORK; 2=CARE-OWN CHILD; 3=CARE-ELDER REL; 4=PREGNANCY; 5=OTH PER/FAM RESP; 6=VACATION; 7=LABOUR DISPUTE; 8=TEMP LAYOFF-BUS; 9=SEASONAL LAYOFF
CCHS_LSC_74F,1=ALL ONE PERIOD; 2=2 SEP PERIODS; 3=&gt;= 3 PERIODS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_MDB_11F,1=VERY HAPPY; 2=PRETTY HAPPY; 3=NOT TOO HAPPY; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_MDB_1BA,96=NOT APPLICABLE; 99=NOT STATED
CCHS_MDB_2BA,1=NEGATIVE BALANCE; 2=EVEN; 3=POSITIVE BALANCE; 6=NOT APPLICABLE; 9=NOT STATED
CCHS_MDB_NEG,96=NOT APPLICABLE; 99=NOT STATED
CCHS_MDB_POS,96=NOT APPLICABLE; 99=NOT STATED
CCHS_MED_2Q,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_MEX04FM,1=BOTTLE FEED.EASI; 10=MULT.BIRTHS; 2=FORMULA AS GOOD; 3=BREAST.DISGUSTIN; 4=FATHER DIDN'T WA; 5=RETURNED TO WORK; 6=C-SECTION; 7=MEDIC. CONDITION; 8=MEC. CONDIT.CHIL; 9=PREMATURE BIRTH
CCHS_MEX06FM,1=LESS THAN 1 WEEK; 10=7 TO 9 MONTHS; 2=1 TO 2 WEEKS; 3=3 TO 4 WEEKS; 4=5 TO 8 WEEKS; 5=9 TO 6 = 3 MONTHS; 7=4 MONTHS; 8=5 MONTHS; 9=6 MONTHS
CCHS_MEX07FM,1=2 = 1 TO 2 WEEKS; 10=7 TO 9 MONTHS; 3=3 TO 4 WEEKS; 4=5 TO 8 WEEKS; 5=9 TO 6 = 3 MONTHS; 7=4 MONTHS; 8=5 MONTHS; 9=6 MONTHS
CCHS_MEX08FM,1=NOT ENOUGH BREAS; 10=WANTED TO DRINK; 2=INCONVENIENCE; 3=DIFFICULTY; 4=MEDIC. CONDITION; 5=MEC. CONDIT.CHIL; 6=ADVICE OF DOCTOR; 7=RETURNED TO WORK; 8=PARTNER ADVICE; 9=FORMULA EQUALLY
CCHS_MEX10FM,1=NOT ENOUGH BREAS; 10=PARTNER ADVICE; 2=INCONVENIENCE; 3=DIFFICULTY WITH; 4=MEDIC. CONDITION; 5=MEC. CONDIT.CHIL; 6=PLANNED TO STOP; 7=CHILD WEANED; 8=ADVICE OF DOCTOR; 9=RETURNED TO WORK
CCHS_MEXCD4B,1=YES; 2=NO; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_MEXCDEFM,0=DID NOT BF/LAST; 1=2 = 1 TO 3 = 5 TO 4 = 12 TO 5 = 20 TO 6 = 28 WKS TO 7 = &gt; 1 YEAR; 96=NOT APPLICABLE; 97=DON'T KNOW
CCHS_MEXE07FM,1=2 = 1 TO 2 WEEKS; 10=7 TO 9 MONTHS; 3=3 TO 4 WEEKS; 4=5 TO 8 WEEKS; 5=9 TO 6 = 3 MONTHS; 7=4 MONTHS; 8=5 MONTHS; 9=6 MONTHS
CCHS_MEXE0FM,1=NOT ENOUGH MILK; 10=RETURNED TO WORK; 2=READY FOR SOLIDS; 3=INCONVENIENCE; 4=DIFFICULTY; 5=MED.COND.MOTHER; 6=MED. COND. BABY; 7=PLANNED TO STOP; 8=WEANED SELF; 9=ADVICE OF DOCTOR
CCHS_MEXE4FM,1=BOTTLE FEED.EASY; 10=MULTIPLE BIRTHS; 2=FORMULA AS GOOD; 3=UNAPPEALING; 4=FATHER DN'T WANT; 5=RETURNED TO WORK; 6=C-SECTION; 7=MED. COND.MOTHER; 8=MED. COND.CHILD; 9=PREMATURE BIRTH
CCHS_MEXE8FM,1=NOT ENOUGH BREAS; 10=FORMULA HEALTHY; 2=READY FOR SOLIDS; 3=INCONVENIENCE; 4=DIFFICULTY; 5=MED. COND.MOTHER; 6=MED. COND. BABY; 7=ADVICE OF DOCTOR; 8=RETURNED TO WORK; 9=ADVICE OF OTHERS
CCHS_MEX_08FM,1=2 = 1 TO 2 WEEKS; 10=7 TO 9 MONTHS; 3=3 TO 4 WEEKS; 4=5 TO 8 WEEKS; 5=9 TO 6 = 3 MONTHS; 7=4 MONTHS; 8=5 MONTHS; 9=6 MONTHS
CCHS_MHCDCH,"1=A LOT MORE | MORE (2000_01, 11_2001, 12_2002, 21_2003 only); 2=SOMEWHAT MORE; 3=LITTLE MORE; 4=ABOUT THE SAME; 5=LITTLE LESS; 6=SOMEWHAT LESS; 7=A LOT LESS | LESS (2000_01, 11_2001, 12_2002, 21_2003 only); 8=NEVER HAD ANY; 96=NOT APPLICABLE; 97=DON'T KNOW"
CCHS_MHCDDS,96=NOT APPLICABLE; 99=NOT STATED
CCHS_MHCDSF,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_MHCDWK,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_MHCFRQ1F,1=EVERY NIGHT; 2=NEARLY EVERY; 3=LESS OFTEN; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_MHCFRQ2F,1=A LOT; 2=SOMEWHAT; 3=A LITTLE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_MHCLNGTH,1=ALL DAY LONG; 2=MOST OF THE DAY; 3=ABOUT HALF/DAY; 4=LESS HALF/DAY; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_MHCNUM3F,1=EVERY DAY; 2=ALMOST EVERY DAY; 3=LESS OFTEN; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_MHC_1G,1=MORE OFTEN; 2=LESS OFTEN; 3=ABOUT THE SAME; 4=NEVER HAD ANY; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_MHC_1J,1=A LOT; 2=SOME; 3=A LITTLE; 4=NOT AT ALL; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_MHC_J,1=A LOT; 2=SOME; 3=A LITTLE; 4=NOT AT ALL; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_MHC_WGHT,1=GAINED WEIGHT; 2=LOST WEIGHT; 3=STAYED SAME; 4=WAS ON A DIET; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_MHWDDBMI,999.96=NOT APPLICABLE; 999.97=DON'T KNOW; 999.98=REFUSAL; 999.99=NOT STATED
CCHS_MHWDDRSN,1=UNAVAILABLE; 10=OTHER; 2=TO TALL; 3=PHYSICAL COND.; 4=SETTING PROBLEM; 5=MEASURING EQUIP.; 6=TELEPHONE INT.; 7=REFUSED; 8=REFUSED SELF-REP; 9=NOT RECORDED
CCHS_MIA_03B,1=HOURS; 2=DAYS; 3=WEEKS; 4=MONTHS; 5=YEARS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_MIA_272F,0=NO INTERFERENCE; 1=1; 2=2; 3=3; 4=4; 5=5; 6=6; 7=7; 8=8; 9=9
CCHS_MONTHFM,1=JANUARY; 10=OCTOBER; 2=FEBRUARY; 3=MARCH; 4=APRIL; 5=MAY; 6=JUNE; 7=JULY; 8=AUGUST; 9=SEPTEMBER
CCHS_MONTHNUM,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_MOSFM,1=NONE OF THE TIME; 2=LITTLE/TIME; 3=SOME OF THE TIME; 4=MOST OF THE TIME; 5=ALL OF THE TIME; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_MSHDFM,999.6=NOT APPLICABLE; 999.7=DON'T KNOW; 999.8=REFUSAL; 999.9=NOT STATED
CCHS_MSWDFM,999.96=NOT APPLICABLE; 999.97=DON'T KNOW; 999.98=REFUSAL; 999.99=NOT STATED
CCHS_MSWFM,1=SCALE NOT FUNCTI; 2=OTHER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_NDE1FM,1=WITHIN 5 MINUTES; 2=6 TO 30 MINUTES; 3=31 TO 60 MINUTES; 4=&gt;1 HOUR; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_NDE3FM,1=FIRST ONE/DAY; 2=ANOTHER ONE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_NDECDFM,1=VERY LOW DEPENDE; 2=LOW DEPENDENCE; 3=MEDIUM DEPENDENC; 4=HIGH DEPENDENCE; 5=VERY HIGH/DEPEND; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_NEVER_1D,1=NEVER; 2=SOMETIMES; 3=MOST OF THE TIME; 4=ALMOST ALWAYS; 6=NOT APPLICABLE; 7=DON'T KNOWL; 8=REFUSAL; 9=NOT STATED
CCHS_NIGHT3D,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_NSDDN3FM,1=PER DAY; 2=PER WEEK; 3=PER MONTH; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_NURHNRFM,0=NOT AT HIGH N R; 1=HIGH NUT RISK; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_NURQ02FM,1=&gt; 10 POUNDS; 2=6 TO 10 POUNDS; 3=ABOUT 5 POUNDS; 4=6 = NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_NURQ03FM,1=ALMOST EVERY DAY; 2=OFTEN; 3=SOMETIMES; 4=NEVER OR RARELY; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_NURQ04FM,1=VERY GOOD; 2=GOOD; 3=FAIR; 4=POOR; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_NURQ05FM,1=OFTEN/ALWAYS; 2=SOMETIMES; 3=RARELY; 4=NEVER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_NURQ07FM,1== &gt; 8 CUPS; 2=5 TO 7 CUPS; 3=3 TO 4 CUPS; 4=ABOUT 2 CUPS; 5=LESS THAN TWO; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_NURQ08FM,1=ALMOST ALWAYS; 2=OFTEN; 3=SOMETIMES; 4=NEVER OR RARELY; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_NURQ10FM,1=ENJOY COOK.MEALS; 2=FIND COOK/CORE; 3=USA./COOK/CORE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_NURQ11FM,1=SAT.FOOD QUAL.; 2=NOT SAT. FOOD QU; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_NURSCRFM,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_NUR_06FM,1=SEVEN OR MORE; 2=SIX; 3=FIVE; 4=FOUR; 5=THREE; 6=TWO; 7=96 = NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL
CCHS_NUSCFM,1=REGISTER NURSE; 2=REGISTER/PS/NURS; 3=LICENCE/PRACT/NU; 4=OTHER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_NUSQ2FM,1=HOSPITAL; 2=HOME; 3=LONG TERM/CARE F; 4=COMMUNITY/HEALTH; 5=NURSING/EDUCATIO; 6=OTHER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_NUSQ4FM,1=VERY SATISFIED; 2=SOMEWAT SAT.; 3=SOMEWHAT DISSAT.; 4=VERY DISSATISF.; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_NUSQ5FM,1=YES WITHIN 6 MON; 2=YES WITHIN 12 M; 3=NO PLANS/12 MTH; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_NUTRIENT,0=NUTRIENT ABSENT; 99999.999995=NOT AVAILABLE; 99999.999996=NOT APPLICABLE; 99999.999997=DON'T KNOW; 99999.999998=REFUSAL; 99999.999999=NOT STATED
CCHS_NUT_TIME,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_OFTEN2FM,1=OFTEN; 2=SOMETIMES; 3=NEVER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_OH2C10FM,1=&gt; ONCE/YEAR; 2=ONCE/YEAR; 3=4 = EMERGENCY; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_OH2C30FM,1=&gt; TWICE/DAY; 2=TWICE/DAY; 3=ONCE/DAY; 4=5 = ONCE/WEEK; 6=96 = NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_OH2CDFM,1=HAS EXP. PAIN | NOT EXP.ANY PAIN (21_2003 only); 2=NOT EXP. PAIN | HAS EXP/PAIN OR (21_2003 only); 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_OH2SIMFM,1=SOCIAL LIMIT.; 2=NO SOCIAL LIMIT.; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_OH3BRUFM,99.6=NOT APPLICABLE; 99.7=DON'T KNOW; 99.8=REFUSAL; 99.9=NOT STATED
CCHS_ORG_2Q,1=&gt;= ONCE A WEEK; 2=&gt;= ONCE A MONTH; 3=&gt;=  3 TO 4 T./YR; 4=&gt;= ONCE A YEAR; 5=NOT AT ALL; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_OWN04AFM,0=NONE; 9999996=NOT APPLICABLE; 9999997=DON'T KNOW; 9999998=REFUSAL; 9999999=NOT STATED
CCHS_OWNHEQFM,99999996=NOT APPLICABLE; 99999997=DON'T KNOW; 99999998=REFUSAL; 99999999=NOT STATED
CCHS_OWNQ01FM,1=OWN; 2=RENT; 3=OTHER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_OWNQ02FM,1=WITH MORTGAGE; 2=PAID OFF COMPLET; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_OWNTENFM,1=NOT OWNED BY RES; 2=OWNED BY RESP; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PA201AFM,1=NEVER; 2=SELDOM 1/2  DYS; 3=SOMETIMES 2/3 DS; 4=OFTEN 5/7 DYS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PA210CFM,1=SITTING/SLIGHT M; 2=SIT/STAND/WALK; 3=WALK W. MAT4 = WALK W. MAT&gt;50L; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PA211BFM,1=A LOT LOWER; 2=A LITTLE LOWER; 3=A LITTLE HIGHER; 4=A LOT HIGHER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PA2P07FM,0=LIGHT H W NOT R; 1=LIGHT H W REPORT; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PA2P08FM,0=HEAVY H W NOT RE; 1=HEAVY H W REPORT; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PA2P9AFM,0=HOME REP NOT REP; 1=HOME REP REPORT; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PA2P9BFM,0=LAWN WRK NOT REP; 1=LAWN WORK REPORT; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PA2P9CFM,0=OUT GARD NOT REP; 1=OUT GARD REPORT; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PA2P9DFM,0=CARE NOT REP; 1=CARE REPORTED; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PA2Q1CFM,1=2 = 30 M ET 3 = 1 HRE ET 4 = 2 HRES ET 5 = 4 HRES OU PLUS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PA2SCRFM,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_PA2V02FM,9.9999996=NOT APPLICABLE; 9.9999997=DON'T KNOW; 9.9999998=REFUSAL; 9.9999999=NOT STATED
CCHS_PA2V03FM,9.9999996=NOT APPLICABLE; 9.9999997=DON'T KNOW; 9.9999998=REFUSAL; 9.9999999=NOT STATED
CCHS_PA2V04FM,9.9999996=NOT APPLICABLE; 9.9999997=DON'T KNOW; 9.9999998=REFUSAL; 9.9999999=NOT STATED
CCHS_PA2V05FM,9.9999996=NOT APPLICABLE; 9.9999997=DON'T KNOW; 9.9999998=REFUSAL; 9.9999999=NOT STATED
CCHS_PA2V06FM,9.9999996=NOT APPLICABLE; 9.9999997=DON'T KNOW; 9.9999998=REFUSAL; 9.9999999=NOT STATED
CCHS_PA2V10FM,99.9999996=NOT APPLICABLE; 99.9999997=DON'T KNOW; 99.9999998=REFUSAL; 99.9999999=NOT STATED
CCHS_PACDEE,99.6=NOT APPLICABLE; 99.7=DON'T KNOW; 99.8=REFUSAL; 99.9=NOT STATED
CCHS_PACDFM,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_PACDFR,1=REGULAR; 2=OCCASIONAL; 3=INFREQUENT; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PACDPAI,1=ACTIVE; 2=MODERATE ACTIVE; 3=INACTIVE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PACHOURS,1=NONE; 2=3 = 1 TO 5 HOURS; 4=6 TO 10 HOURS; 5=11 TO 20 HOURS; 6=&gt; 20 HOURS; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PAC_5F,1=ALWAYS; 2=MOST OF THE TIME; 3=RARELY; 4=NEVER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PAC_6F,1=USUALLY SIT; 2=STAND OR WALK; 3=LIFT LIGHT LOADS; 4=LIFT HEAVY LOADS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PAC_TIME,1=1 TO 15 MINUTES; 2=16 TO 30 MINUTES; 3=31 TO 60 MINUTES; 4=MORE THAN 1 HOUR; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PADBDPE,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_PAD_04FM,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_PAD_08FM,1=OUT OF THE BLUE; 2=HAD STRONG FEAR; 3=REAL DANGER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PAD_10A,1=PAST MONTH; 2=2 TO 6 MONTHS; 3=MORE 6 MONTHS; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PAD_16C,1=NEARLY ALL TIME; 2=MOST OF THE TIME; 3=OFTEN; 4=SOMETIMES; 5=ONLY RARELY; 96=NOT APPLICABLE; 97=DON’T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PAD_16D,1=MILD; 2=MODERATE; 3=SEVERE; 4=IMPORTANT TASKS; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PAD_36FM,0=0 ATTACKS; 901=MORE CAN REMEMBR; 996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_PAD_40FM,1=NONE; 2=MILD; 3=MODERATE; 4=SEVERE; 5=CONCENTRATE; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PAD_41A,1=MILD; 2=MODERATE; 3=SEVERE; 4=BECAME WORRIED; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PAS12FM,1=EXCELLENT; 2=GOOD; 3=FAIR; 4=POOR; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PC42F,1=2 = 1 TO 3 = 2 TO 4 = 3 TO 5 = 4 TO 6 = 5 YEARS OR MORE; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PCU152FM,1=&gt; ONCE A YEAR; 2=ONCE A YEAR; 3=ONCE EVERY 2 YRS; 4=ONCE EVERY 3 YRS; 5=<once every yr></once>6 = NO REG. PATTERN; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PERS2D,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PICCFM,1=NOT SERIOUS PROB; 2=NOT TOO SERIOUS; 3=SOMEWHAT SERIOUS; 4=VERY SERIOUS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PMHCLAFM,1=FLOURISHING; 2=LANGUISHING; 3=MODERATE M.H.; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PMHQ01FM,1=EVERY DAY; 2=ALMOST EVERY DAY; 3=2 OR 3 TIMES\WK; 4=ONCE A WEEK; 5=ONCE OR TWICE; 6=NEVER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PMHSCRFM,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PROFESFM,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PROVFM,10=NFLD &amp; LAB.; 11=PEI; 12=NOVA SCOTIA; 13=NEW BRUNSWICK; 24=QUEBEC; 35=ONTARIO; 46=MANITOBA; 47=SASKATCHEWAN; 48=ALBERTA; 59=BRITISH COLUMBIA
CCHS_PROXYFM,1=PROXY; 2=NON-PROXY; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
