format_name,codes
CCHS_PSACFM,1=2 = 1 TO 3 = 2 TO 4 = 3 TO 5 = 5 YEARS OR MORE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_AD_DPP,0=0.00; 0.05=0.05; 0.4=0.40; 0.85=0.85; 1=1.00; 9.96=NOT APPLICABLE; 9.97=DON'T KNOW; 9.98=REFUSAL; 9.99=NOT STATED
CCHS_PUMF_AD_DSF,0=0; 1=1; 2=2; 3=3; 4=4; 5=5; 6=6; 7=7; 96=NOT APPLICABLE; 97=DON'T KNOW
CCHS_PUMF_ALLTIMEF,1=ALL OF THE TIME; 2=MOST OF THE TIME; 3=SOME OF THE TIME; 4=LITTLE OF TIME; 5=NONE OF THE TIME; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_CCC102FM,1=0 TO 11 YEARS; 10=55 TO 59 YEARS; 2=12 TO 17 YEARS; 3=18 TO 24 YEARS; 4=25 TO 29 YEARS; 5=30 TO 34 YEARS; 6=35 TO 39 YEARS; 7=40 TO 44 YEARS; 8=45 TO 49 YEARS; 9=50 TO 54 YEARS
CCHS_PUMF_CCS182FM,1=2 = 1 TO 3 = 2 TO 4 = 3 TO 5 = 5 TO 6 = 5 YEARS OR MORE; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_CIH_2FM,1=MORE EXERCISE; 2=LOST WEIGHT; 3=EATING HABITS; 4=SMOKE LESS/STOP; 5=LESS ALCOHOL; 6=REDUCE STRESS LE; 7=MEDICAL TREAT; 8=TOOK VITAMINS; 9=OTHER; 96=NOT APPLICABLE
CCHS_PUMF_CMHG01L,1=1 CONSULTATION; 10=10 CONSULTATIONS; 2=2 CONSULTATIONS; 3=3 CONSULTATIONS; 4=4 CONSULTATIONS; 5=5 CONSULTATIONS; 6=6 CONSULTATIONS; 7=7 CONSULTATIONS; 8=8 CONSULTATIONS; 9=9 CONSULTATIONS
CCHS_PUMF_CPGBDACT,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_CPGBDSEM,95=NOT A GAMBLER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_CPGBDTYP,1=NON-GAMBLER; 2=NON-PROBLEM GAMB; 3=LOW RISK GAMBLER; 4=MOD RISK GAMBLER; 5=PROBLEM GAMBLER; 95=NOT A GAMBLER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_DAY4DFM,9996=NOT APPLICABLE; 9997=DON'T KNOW; 9998=REFUSAL; 9999=NOT STATED
CCHS_PUMF_DHCGLVG,1=UNATTACHED ALONE; 2=UNATTACHED OTH; 3=SPOUSE / PARTER; 4=PAR SPOUSE CHILD; 5=PARENT CHILD; 6=CHILD PARENT SIB; 7=CHILD 2 PAR SIB; 8=OTHER; 96=NOT APPLICABLE; 99=NOT STATED
CCHS_PUMF_DHHG,0=NONE; 1=1 OR MORE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_DHHGAGEF,1=12 TO 14 YEARS; 10=50 TO 54 YEARS; 2=15 TO 17 YEARS; 3=18 TO 19 YEARS; 4=20 TO 24 YEARS; 5=25 TO 29 YEARS; 6=30 TO 34 YEARS; 7=35 TO 39 YEARS; 8=40 TO 44 YEARS; 9=45 TO 49 YEARS
CCHS_PUMF_DHHGHSZ,1=1 PERSON; 2=2 PERSONS; 3=3 PERSONS; 4=4 PERSONS; 5=5 OR + PERSONS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_DHHGMS,1=MARRIED; 2=COMMON-LAW; 3=WIDOW/SEP/DIV; 4=SINGLE/NEVER MAR; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_DIAE03FM,1=YES; 2=NO; 3=NO FEET; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_DIAE07FM,1=LESS 1 MONTH; 2=1 MO.TO 3 = 1 TO 4 = 2 OR MORE YEARS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_DISB10DK,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_DISBDK,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_DPS_DPP,0=0.00; 0.05=0.05; 0.25=0.25; 0.5=0.50; 0.8=0.80; 0.9=0.90; 9.96=NOT APPLICABLE; 9.97=DON'T KNOW; 9.98=REFUSAL; 9.99=NOT STATED
CCHS_PUMF_FDC1AFM,1=YES / SOMETIMES; 2=NO; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_FVC_1A,1=PER DAY; 2=PER WEEK; 3=PER MONTH; 4=PER YEAR; 5=NEVER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_GENG3F,1=2 = 3 TO 3 = 4 TO 4 = 5 TO 5 = 6 TO 6 = 7 TO 7 = 8 TO 8 = 9 TO 9 = 10 TO 10 = 11 TO
CCHS_PUMF_GEODBCFM,5910=INTERIOR; 5920=FRASER; 5930=VANCOUVER; 5940=VANCOUVER ISLAND; 5950=NORTHERN; 9996=NOT APPLICABLE; 9997=DON'T KNOW; 9998=REFUSAL; 9999=NOT STATED
CCHS_PUMF_GEOGPROV,10=NEWFOUNDLAND; 11=PEI; 12=NOVA SCOTIA; 13=NEW BRUNSWICK; 24=QUÉBEC; 35=ONTARIO; 46=MANITOBA; 47=SASKATCHEWAN; 48=ALBERTA; 59=BRITISH COLUMBIA
CCHS_PUMF_GEO_DPFM,"10911=EASTERN REGIO HA; 10912=CENTRAL REGIO HA; 10913=WESTERN/LABR; 11901=PEI; 12901=ZONE 1 (DHA 1,2); 12902=ZONE 2 (DHA 3); 12903=ZONE 1 (DHA 4,5); 12904=ZONE 1 (DHA 6,7); 12905=ZONE 5 (DHA 8); 12906=ZONE 6 (DHA 9)"
CCHS_PUMF_HCU11RAN,12=12+ CONSULTATION; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_HCU30RAN,31=31+ CONSULTATION; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_HCUG01AR,31=31 NIGHTS OR +; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_HCUG3FM,1=DOCTOR'S OFFICE; 2=HOSP EMERG ROOM; 3=HOSP OUTPAT CLIN; 4=WALK-IN CLINIC; 5=APPOINT CLINIC; 6=COMM HLTH CENTRE; 7=WORK/SCHOOL/OTH; 8=AT HOME; 9=TEL CONSULT ONLY; 96=NOT APPLICABLE
CCHS_PUMF_HSCGDEX,1=NO DEXT PROBL.; 2=DEXT/NO HELP; 3=DEXT/NEED HELP; 6=NOT APPLICABLE; 9=NOT STATED
CCHS_PUMF_HSCGHER,1=NO PROBLEMS; 2=CORRECTED; 3=NOT CORRECTED; 6=NOT APPLICABLE; 9=NOT STATED
CCHS_PUMF_HSCGMOB,1=NO MOBIL PROBL.; 2=MOB-NO AID REQ; 3=NEED MECH. SUPP; 4=CAN'T WALK; 6=NOT APPLICABLE; 9=NOT STATED
CCHS_PUMF_HSCGSPE,1=NO SPEECH PROBL.; 2=PART/NOT UNDERST; 6=NOT APPLICABLE; 9=NOT STATED
CCHS_PUMF_HSCGVIS,1=NO VISUAL PROBL.; 2=CORR. BY LENSES; 3=HYPERMET/N CORR; 4=MYOPIA/N CORR; 5=MYOPIA&amp;HYPERMET; 6=NOT APPLICABLE; 9=NOT STATED
CCHS_PUMF_HWTCG,1=UNDERWEIGHT; 2=NORMAL WEIGHT; 3=OVERWEIGHT; 4=OBESE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_HWTD_BMI,999.96=NOT APPLICABLE; 999.97=DON'T KNOW; 999.98=REFUSAL; 999.99=NOT STATED
CCHS_PUMF_HWT_METR,0.914=0.926 M OR LESS; 0.94=0.927 TO 0.952 M; 0.965=0.953 TO 0.977 M; 0.991=0.978 TO 1.002 M; 1.016=1.003 TO 1.028 M; 1.041=1.029 TO 1.053 M; 1.27=1.257 TO 1.282 M; 1.6=1.588 TO 1.612 M; 1.88=1.867 TO 1.891 M; 1.93=1.918 TO 1.942 M
CCHS_PUMF_HWT_WTK,999.96=NOT APPLICABLE; 999.97=DON'T KNOW; 999.98=REFUSAL; 999.99=NOT STATED
CCHS_PUMF_INCG2FM,1=EMPLOYMENT INC.; 2=EI/WORKER'S COMP; 3=SENIOR BENEFITS; 4=OTHER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_INCGH2FM,"1=NO OR 2 = $20,000-$39,999; 3=$40,000-$59,999; 4=$60,000-$79,999; 5=$80,000 OR MORE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED"
CCHS_PUMF_INCGH3FM,"1=NO INCOME; 2=LESS THAN 20,000; 3=$20,000-$39,999; 4=$40,000-$59,999; 5=$60,000-$79,999; 6=$80,000 OR MORE; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED"
CCHS_PUMF_INJ092FM,"1=SPORTS/EXERCISE; 2=LEISURE; 3=WORKING AT A JOB; 4=DRIVER/BOAT.,ATV; 5=HOUSEHOLD CHORES; 6=GOING UP/DOWN ST; 7=OTHER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL"
CCHS_PUMF_INJG00FM,1=SKATE/SKI/SNOWB; 2=WHILE OTHER SP.; 3=STRAIRS/FURNIT.; 4=SLIP/TRIP/STUMB.; 5=SLIP/TRIP/STUMB.; 6=HEALTH PROBLEMS; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_INJG02FM,1=ONE INJURY; 2=TWO INJURIES; 3=3 TO 5 INJURIES; 4=6+ INJURIES; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_INJG05FM,"1=MULT INJURIES; 2=BROKEN BONES; 3=BURN, SCALD, CHE; 4=DISLOCATION; 5=SPRAIN OR STRAIN; 6=CUT, PUNCTURE; 7=SCRAP, BRUISE; 8=CONCUSSION OR IN; 9=OTHER; 96=NOT APPLICABLE"
CCHS_PUMF_INJG06FM,"1=MULTIPLE SITES; 10=CHEST OR ABDOMEN; 2=EYES/HEAD/NECK; 3=SHOULDER, UPPER; 4=ELBOW,LOWER ARM; 5=WRIST OR HAND; 6=HIP OR THIGH; 7=KNEE, LOWER LEG; 8=ANKLE, FOOT; 9=UPPER OR LOWER B"
CCHS_PUMF_INJG08FM,"1=HOME/SURRROUNDNG; 2=RESIDENT./SCHOOL; 3=SPORTS/ATHLETICS; 4=OTHER SPORTS; 5=STREET, HIGHWAY; 6=COMMERCIAL AREA; 7=INDUSTRIAL AREA; 8=OTHER; 96=NOT APPLICABLE; 97=DON'T KNOW"
CCHS_PUMF_INJGCAU,1=FALL; 2=TRANSPORT ACC; 3=ACC. BUMPED; 4=ACC. STRUCK; 5=ACC. SHARP OBJCT; 6=OVEREXERTION; 7=OTHER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL
CCHS_PUMF_INJGNUM,1=ONE INJURY; 2=2 TO 5 INJURIES; 3=6 OR MORE INJ.; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_INTFFM,99.6=NOT APPLICABLE; 99.7=DON'T KNOW; 99.8=REFUSAL; 99.9=NOT STATED
CCHS_PUMF_LBFG2SOC,"1=MANAG./ART, EDUC; 2=BUSIN./FINANC.; 3=SALES, SERVICES; 4=TRADES/TRANSP.; 5=PRIM. IND./PROC.; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED"
CCHS_PUMF_LBFG31FM,1=EMPLOYEE; 2=SELF-EMPLOYED; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_LBFGSOC,"1=MANAG./ART, EDUC; 2=BUSIN./FINANC.; 3=SALES, SERVICES; 4=TRADES/TRANSP.; 5=PRIM. IND./PROC.; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED"
CCHS_PUMF_LBF_PFT,1=FULL-TIME; 2=PART-TIME; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_LBSGHPFM,99=99 HRS OR MORE; 996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_PUMF_LOP100FM,21=21 DAYS OR MORE; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_LOPG20FM,"1=CHRON. PHY./MENT; 2=OWN INJURY; 3=OWN INFEC. DISE.; 4=CARING /OWN CHI.; 5=EDUC.,TRAINING; 6=LAYOFF,STRIKE,LO; 7=RETIRED; 8=OTHER; 96=NOT APPLICABLE; 97=DON'T KNOW"
CCHS_PUMF_LOPG40FM,31=31 DAYS OR MORE; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_LOPG50FM,"1=ARTHRITIS; 10=FIBROMY, CHRO; 2=CARDIOV. DISEASE; 3=ASTHMA; 4=CHRONIC BR,; 5=DIABETES; 6=MIGRAINE; 7=BACK PROBLEMS; 8=CANCER; 9=DIGEST. DISEASE"
CCHS_PUMF_LOPG82FM,11=11 DAYS OR MORE; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_MDB_11F,1=VERY HAPPY; 2=PRETTY HAPPY; 3=NOT TOO HAPPY; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_MDB_1BA,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_PUMF_MDB_2BA,1=NEGATIVE BALANCE; 2=EVEN; 3=POSITIVE BALANCE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_MDB_NEG,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_MDB_POS,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_MEX16FM,1=1 CIGARETTE; 2=2 CIGARETTES; 3=3 CIGARETTES; 4=4 CIGARETTES; 5=5 CIGARETTES; 6=6 TO 10 CIG.; 7=11 TO 15 CIG.; 8=16+ CIGARETTES; 96=NOT APPLICABLE; 97=DON'T KNOW
CCHS_PUMF_MEX6FM,1=1 CIGARETTE; 2=2 CIGARETTES; 3=3 CIGARETTES; 4=4 CIGARETTES; 5=5 CIGARETTES; 6=6+ CIGARETTES; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_MEXG10FM,1=Not enough milk; 10=Returned to work; 2=Ready for solids; 3=Inconvenience; 4=Difficulty; 5=Med.cond.mother; 6=Med. cond. baby; 7=Planned to stop; 8=Weaned self; 9=Advice of doctor
CCHS_PUMF_MEXG4FM,1=BOTTLE FEED.EASY; 2=FORMULA AS GOOD; 3=UNAPPEALING; 4=FATHER DN'T WANT; 5=RETURNED TO WORK; 6=C-SECTION; 7=ALCOHOL/SMOKE; 8=OTHER; 96=NOT APPLICABLE; 97=DON'T KNOW
CCHS_PUMF_MEXG8FM,1=Not enough breas; 10=Formula healthy; 2=Ready for solids; 3=Inconvenience; 4=Difficulty; 5=Med. cond.mother; 6=Med. cond. baby; 7=Advice of doctor; 8=Returned to work; 9=Advice of others
CCHS_PUMF_MHCDCH,1=A LOT MORE; 2=SOMEWHAT MORE; 3=LITTLE MORE; 4=ABOUT THE SAME; 5=LITTLE LESS; 6=SOMEWHAT LESS; 7=A LOT LESS; 8=NEVER HAD ANY; 96=NOT APPLICABLE; 97=DON'T KNOW
CCHS_PUMF_MHCDSF,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_MHCFRQ2F,1=A LOT; 2=SOMEWHAT; 3=A LITTLE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_MHC_1G,1=MORE OFTEN; 2=LESS OFTEN; 3=ABOUT THE SAME; 4=NEVER HAD ANY; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_MHC_1J,1=A LOT; 2=SOME; 3=A LITTLE; 4=NOT AT ALL; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_MONTHFM,1=JANUARY; 10=OCTOBER; 2=FEBRUARY; 3=MARCH; 4=APRIL; 5=MAY; 6=JUNE; 7=JULY; 8=AUGUST; 9=SEPTEMBER
CCHS_PUMF_MOSFM,1=NONE OF THE TIME; 2=LITTLE/TIME; 3=SOME OF THE TIME; 4=MOST OF THE TIME; 5=ALL OF THE TIME; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_MXAG2FM,1=2 = &gt;= 1 / month; 6=Not applicable; 7=Don't know; 8=refusal; 9=Not stated
CCHS_PUMF_MXAG4FM,1=2 = Once a month; 3=2 to 3 times/mo; 4=Once/week; 5=&gt;= 2-3 times/wk; 6=Not applicable; 7=Don't know; 8=refusal; 9=Not stated
CCHS_PUMF_OFTEN2FM,1=OFTEN; 2=SOMETIMES; 3=NEVER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_PACGFM,-999=NUMBER OF TIMES; 996=NOT APPLICABLE; 999=NOT STATED
CCHS_PUMF_PAS12FM,1=EXCELLENT; 2=GOOD; 3=FAIR; 4=POOR; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_PERSONFM,1=1 PERSON; 2=2 PERSONS; 3=3 PERSONS; 4=4 OR + PERSONS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_PSACFM,1=2 = 1 TO 3 = 2 TO 4 = 3 TO 5 = 5 YEARS OR MORE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_RACG5FM,1=INJURY; 2=DISEASE OR ILLNE; 3=AGEING; 4=EXISTED AT BIRTH; 5=WORK CONDITIONS; 6=OTHER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_REPG3FM,"1=NECK; 2=SHOULDER /UP ARM; 3=ELBOW, LOWER ARM; 4=WRIST / HAND; 5=KNEE / LOWER LEG; 6=ANKLE / FOOT; 7=UPPER BACK; 8=LOWER BACK; 9=OTHER; 96=NOT APPLICABLE"
CCHS_PUMF_SACG01FM,1=NONE OR 2 = 1 TO 2 HOURS; 3=3 TO 5 HOURS; 4=6 TO 10 HOURS; 5=11 TO 14 HOURS; 6=15 TO 20 HOURS; 7=MORE THAN 20 HRS; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL
CCHS_PUMF_SACG03FM,1=NONE OR 2 = 1 TO 2 HOURS; 3=3 TO 5 HOURS; 4=6 TO 10 HOURS; 5=11 TO 14 HOURS; 6=15 TO 20 HOURS; 7=21 TO 25 HOURS; 8=26 TO 30 HOURS; 9=MORE THAN 30 HRS; 96=NOT APPLICABLE
CCHS_PUMF_SAC_NUM,1=LESS 5 HOURS; 10=45 OR MORE HOURS; 2=5 TO 9 HOURS; 3=10 TO 14 HOURS; 4=15 TO 19 HOURS; 5=20 TO 24 HOURS; 6=25 TO 29 HOURS; 7=30 TO 34 HOURS; 8=35 TO 39 HOURS; 9=40 TO 44 HOURS
CCHS_PUMF_SATQ3FM,1=VERY SATISFIED; 2=SOMEWAT SAT.; 3=NEITHER; 4=SOMEWHAT DISSAT.; 5=VERY DISSAT.; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_SAT_21BF,1=ADMTED OVERNIGHT; 2=OUTPATIENT; 3=ER PATIENT; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_SAT_31BF,1=FAMILY DOCTOR; 2=SPECIALIST; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_SCAG10FM,1=Useful; 2=Not very useful; 3=Not at all use.; 6=Not applicable; 7=Don't know; 8=refusal; 9=Not stated
CCHS_PUMF_SCAG12FM,1=Very useful; 2=Somewhat useful; 3=Not ver use/none; 6=Not applicable; 7=Don't know; 8=refusal; 9=Not stated
CCHS_PUMF_SCHCDSTG,1=PRE-CONTEMP.; 2=CONTEMPLATION; 3=PREPARATION; 4=ACTION; 5=MAINTENANCE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_SCP_01FM,1=VERY PHYS.ACTIVE; 2=MOD. PHYS.ACTIVE; 3=A BIT PHYS. ACT.; 4=NOT PHYS. ACTIVE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_SDCGCBG,1=CANADA; 2=OTHER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_SDCGLNG,1=ENG. W-W/O OTHER; 2=FRE. W-W/O OTHER; 3=ENG./FRE. W-W/O; 4=NOT ENGL. / FRE.; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_SDCGRAC,1=WHITE; 2=VISIBLE MINORITY; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_SDCGRES,1=0 TO 9 YEARS; 2=10 YEARS OR MORE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_SMC_2F,1=DAILY; 2=OCCASIONALLY; 3=NOT AT ALL; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_SMKGAGEF,1=5 TO 11 YEARS; 10=45 TO 49 YEARS; 2=12 TO 14 YEARS; 3=15 TO 17 YEARS; 4=18 TO 19 YEARS; 5=20 TO 24 YEARS; 6=25 TO 29 YEARS; 7=30 TO 34 YEARS; 8=35 TO 39 YEARS; 9=40 TO 44 YEARS
CCHS_PUMF_SMKGFM,1=3 TO 5 YEARS; 2=6 TO YEARS; 3=11 OR MORE YEARS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_SMKGSTP,1=2 = 1 TO 2 YEARS; 3=3 TO 5 YEARS; 4=6 TO 10 YEARS; 5=11 OR MORE YEARS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_SPSALLFM,9=NOT STATED; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_SPSATTFM,9=NOT STATED; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_SPSCONFM,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_SPSGUIFM,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_SPSINTFM,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_SPSWORFM,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_SSBE06FM,1=NONE; 2=3 = 30 TO 59 MINUTES; 4=1 TO 5 = 2 TO 6 = 3 TO 7 = 4 TO 8 = 5 HOURS; 96=NOT APPLICABLE; 97=DON'T KNOW
CCHS_PUMF_SSBE07FM,1=ALWAYS; 2=OFTEN; 3=SOMETIMES; 4=RARELY; 5=NEVER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_SSBE10FM,1=LESS THAN 15; 2=15 TO 25; 3=MORE THAN 25; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_TIMES3D,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_PUMF_WEEKNUM,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_PUMF_WH2_LAST,1=2 = 6 MTHS TO 3 = 1 TO 4 = 2 TO 5 = 5 YEARS OR MORE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_WHC_22F,1=2 = 6 MTHS TO 3 = 1 TO 4 = 3 TO 5 = 5 OR MORE YEARS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_WTM31FM,1=HEART DISEASE; 2=CANCER; 3=JOINTS/FRACTURES; 4=NEUROLOGICAL; 5=OTHER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_WTM33FM,1=HOSPITAL; 2=PUBLIC CLINIC; 3=PRIVATE CLINIC; 4=OTHER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_WTMC02FM,1=HEART CONDITION; 2=CANCER; 3=ASTHMA; 4=ARTHRITIS/RHEUM.; 5=CATARACT; 6=MENTAL HEALTH; 7=SKIN CONDITIONS; 8=GYNAECOLOGICAL; 9=OTHER; 96=NOT APPLICABLE
CCHS_PUMF_WTMC03FM,1=FAMILY DOCTOR; 2=OTHER SPECIALIST; 3=OTHER HLTH CARE; 4=DID NOT REQUIRE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_WTMC7AFM,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_PUMF_WTMC7BFM,1=DAYS; 2=WEEKS; 3=MONTHS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_WTMCFM,1=MRI; 2=CAT SCAN; 3=ANGIOGRAPHY; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_PUMF_WTMG10FM,1=Acceptable; 2=Not acc/no view; 6=Not applicable; 7=Don't know; 8=refusal; 9=Not stated
CCHS_PUMF_WTMG43FM,1=Hospital; 2=Other; 6=Not applicable; 7=Don't know; 8=refusal; 9=Not stated
