"variable_name","length","position","label","question_text","universe","note","n_categories"
"INJ_15A","2.0","363","Head injury / concussion - type of fall","How did you fall?","Respondents who answered INJ_15 = 1","","9"
"INJ_20","1.0","365","Head injury / concussion - consulted health care professional","In the 48 hours following your head injury or concussion, did you consult a health care professional?","Respondents who answered INJ_05A = 1 and (INJ_05AA = (1:95) or INJ_05AA = NON- RESPONSE)","","4"
"INJ_20A","1.0","366","Head injury / concussion - health professional - place","Where did you go to consult this health professional?","Respondents who answered INJ_20 = 1","","6"
"INJ_25","1.0","367","Head injury / concussion - admitted to hospital overnight","Were you admitted to a hospital overnight because of this injury?","Respondents who answered INJ_05A = 1 and (INJ_05AA = (1:95) or INJ_05AA = NON- RESPONSE)","","4"
"INJ_30","2.0","368","Broken / fractured bone - activity performed","What were you doing when your broken or fractured bone occured?","Respondents who answered INJ_05B = 1 and (INJ_05BA = (1:95) or INJ_05BA = NON- RESPONSE)","","8"
"INJ_35","2.0","370","Broken / fractured bone - body part","Which part of the body was injured?","Respondents who answered INJ_05B = 1 and (INJ_05BA = (1:95) or INJ_05BA = NON- RESPONSE)","","14"
"INJ_40","1.0","372","Broken / fractured bone - result of a fall","Was your broken or fractured bone the result of a fall?","Respondents who answered INJ_30 = (2, 3, 5, 6, 7, 8, 9, 10, 11, 12)","","4"
"INJ_40A","2.0","373","Broken / fractured bone - type of fall","How did you fall?","Respondents who answered INJ_40 = 1","","9"
"INJ_45","1.0","375","Broken / fractured bone - consulted health care professional","In the 48 hours following your broken or fractured bone, did you consult a health care professional?","Respondents who answered INJ_05B = 1 and (INJ_05BA = (1:95) or INJ_05BA = NON- RESPONSE)","","4"
"INJ_45A","1.0","376","Broken / fractured bone - health professional - place","Where did you go to consult this health professional?","Respondents who answered INJ_45 = 1","","5"
"INJ_50","1.0","377","Broken / fractured bone - admitted to hospital overnight","Were you admitted to a hospital overnight because of this injury?","Respondents who answered INJ_05B = 1 and (INJ_05BA = (1:95) or INJ_05BA = NON- RESPONSE)","","4"
"INJ_55","2.0","378","Cut / puncture - activity performed","What were you doing when your serious cut or puncture occured?","Respondents who answered INJ_05C = 1 and (INJ_05CA = (1:95) or INJ_05CA = NON- RESPONSE)","","8"
"INJ_60","2.0","380","Cut / puncture - body part","Which part of the body was injured?","Respondents who answered INJ_05C = 1 and (INJ_05CA = (1:95) or INJ_05CA = NON- RESPONSE)","","14"
"INJ_65","1.0","382","Cut / puncture - result of a fall","Was your serious cut or puncture the result of a fall?","Respondents who answered INJ_55 = (2, 3, 5, 6, 7, 8, 9, 10, 11, 12)","","4"
"INJ_70","1.0","383","Cut / puncture - consulted health care professional","In the 48 hours following your serious cut or puncture, did you consult a health care professional?","Respondents who answered INJ_05C = 1 and (INJ_05CA = (1:95) or INJ_05CA = NON- RESPONSE)","","4"
"INJ_70A","1.0","384","Cut / puncture - health professional - place","Where did you go to consult this health professional?","Respondents who answered INJ_70 = 1","","5"
"INJ_75","1.0","385","Cut / puncture - admitted to hospital overnight","Were you admitted to a hospital overnight because of this injury?","Respondents who answered INJ_05C = 1 and (INJ_05CA = (1:95) or INJ_05CA = NON- RESPONSE)","","4"
"DOOHM","1.0","386","Oral health - Inclusion Flag - (F)","","All respondents","","1"
"OHM_05","1.0","387","Perceived oral health","In general, how would you rate the health of your mouth?","Respondents with DOOHM = 1","","6"
"OHM_10","1.0","388","Has at least one of own teeth","Do you have at least one of your own teeth?","Respondents aged 20 and over with DOOHM = 1 and PROXYSEX = (1, 2)","","4"
"OHM_15","1.0","389","Persistent / on-going mouth pain - frequency - 12 mo","In the past 12 months, how often have you had any persistent or on-going mouth pain?","Respondents with DOOHM = 1","","5"
"DOOHM3","1.0","390","Oral Health 3 - Inlcusion Flag - (F)","","All respondents","","1"
"OHM3_05","1.0","391","Visit dental professional - frequency","How often do you usually see a dental professional?","Respondents with DOOHM3 = 1","","6"
"OHM3_10","2.0","392","Visited dental professional - last time","When was the last time you saw a dental professional?","Respondents who answered OHM3_05 <> 5","","8"
"OHM3_15","1.0","394","Avoided going to a dental professional due to cost - 12 mo","In the past 12 months, have you avoided going to a dental professional for your dental care due to the cost?","Respondents with DOOHM3 = 1","","3"
"OHM3_18","1.0","395","Avoided having recommended dental treatment due to cost - 12 mo","In the past 12 months, have you avoided having any of recommended dental treatment because of the cost?","Respondents with DOOHM3 = 1","","3"
"OHM3_20A","1.0","396","Type dental treatment avoided due to cost - check-ups / cleanings","What types of dental treatment did you avoid due to cost? - Check-ups and cleanings","Respondent who answered OHM3_18 = 1","","4"
"OHM3_20B","1.0","397","Type dental treatment avoided due to cost - fillings","What types of dental treatment did you avoid due to cost? - Fillings","Respondent who answered OHM3_18 = 1","","4"
"OHM3_20C","1.0","398","Type dental treatment avoided due to cost - root canal treatment","What types of dental treatment did you avoid due to cost? - Root canal treatment","Respondent who answered OHM3_18 = 1","","4"
"OHM3_20D","1.0","399","Type dental treatment avoided due to cost - tooth extraction","What types of dental treatment did you avoid due to cost? - Tooth extraction","Respondent who answered OHM3_18 = 1","","4"
"OHM3_20E","1.0","400","Type dental treatment avoided due to cost - tooth replacement","What types of dental treatment did you avoid due to cost? - Tooth replacement or tooth reconstruction","Respondent who answered OHM3_18 = 1","","4"
"OHM3_20F","1.0","401","Type dental treatment avoided due to cost - no response provided","What types of dental treatment did you avoid due to cost? - No response provided","Respondent who answered OHM3_18 = 1","","4"
"OHM3_45","1.0","402","Insurance - dental expenses - all / part cost coverage","Are all or part of your dental expenses covered by any insurance plan or government program?","Respondents with DOOHM3 = 1","","4"
"OHM3_50A","1.0","403","Type of dental insurance - employer","What type of insurance plan or program? - A plan through an employer","Respondent who answered OHM3_45 = 1","","4"
"OHM3_50B","1.0","404","Type of insurance dental - private plan","What type of insurance plan or program? - A private plan","Respondent who answered OHM3_45 = 1","","4"
"OHM3_50C","1.0","405","Type of insurance dental - government paid plan","What type of insurance plan or program? - A government paid plan","Respondent who answered OHM3_45 = 1","","4"
"OHM3_50D","1.0","406","Type of insurance dental - college or university","What type of insurance plan or program? - A plan through college or univesity","Respondent who answered OHM3_45 = 1","","4"
"OHM3_50E","1.0","407","Type of insurance dental - don’t know","What type of insurance plan or program? - Don’t know","Respondent who answered OHM3_45 = 1","","4"
"DOUPE","1.0","408","Use of protective equipment - Inclusion Flag - (F)","","All respondents","","1"
"UPE_05","1.0","409","Bicycling - 12 mo","In the past 12 months, have you participated in any of these activities? - Bicycling","Respondents with DOUPE = 1 and PROXYSEX = (1, 2)","In the questionnaire, this variable is found under the question UPE_Q05 category # 1","3"
"UPE_10","1.0","410","Bicycling - helmet - frequency","When riding a bicycle, how often do you wear a helmet?","Respondents who answered UPE_05 = 1","","6"
"UPE_15","1.0","411","Rollerblading - 12 mo","In the past 12 months, have you participated in any of these activities? - Rollerblading","Respondents with DOUPE = 1 and PROXYSEX = (1, 2)","In the questionnaire, this variable is found under the question UPE_Q05 category # 2","3"
"UPE_20","1.0","412","Rollerblading - helmet - frequency","When in-line skating or rollerblading, how often do you wear the following equipment? A helmet","Respondents who answered UPE_15 = 1","","6"
"UPE_25","1.0","413","Rollerblading - wrist protectors - frequency","When in-line skating or rollerblading, how often do you wear the following equipment? Wrist guards or wrist protectors","Respondents who answered UPE_15 = 1","","6"
"UPE_30","1.0","414","Rollerblading - elbow pads - frequency","When in-line skating or rollerblading, how often do you wear the following equipment? Elbow pads","Respondents who answered UPE_15 = 1","","6"
"UPE_35","1.0","415","Rollerblading - knee pads - frequency","When in-line skating or rollerblading, how often do you wear the following equipment? Knee pads","Respondents who answered UPE_15 = 1","","6"
"UPE_40A","1.0","416","Downhill skiing - 12 mo","In the past 12 months, have you participated in any of these activities? - Downhill skiing","Respondents with DOUPE = 1 and PROXYSEX = (1, 2)","In the questionnaire, this variable is found under the question UPE_Q05 category # 3","3"
"UPE_45","1.0","417","Downhill skiing - helmet - frequency","When downhill skiing, how often do you wear a helmet?","Respondents who answered UPE_40A = 1","","6"
"UPE_40B","1.0","418","Snowboarding - 12 mo","In the past 12 months, have you participated in any of these activities? - Snowboarding","Respondents with DOUPE = 1 and PROXYSEX = (1, 2)","In the questionnaire, this variable is found under the question UPE_Q05 category # 4","3"
"UPE_50","1.0","419","Snowboarding - helmet - frequency","When snowboarding, how often do you wear the following equipment? A helmet","Respondents who answered UPE_40B = 1","","6"
"UPE_55","1.0","420","Snowboarding - wrist protectors - frequency","When snowboarding, how often do you wear the following equipment? Wrist guards or wrist protectors","Respondents who answered UPE_40B = 1","","6"
"UPE_60A","1.0","421","Skateboarding - 12 mo","In the past 12 months, have you participated in any of these activities? - Skateboarding","Respondents with DOUPE = 1 and PROXYSEX = (1, 2)","In the questionnaire, this variable is found under the question UPE_Q05 category # 5","3"
"UPE_65","1.0","422","Skateboarding - helmet - frequency","When skateboarding, how often do you wear the following equipment? A helmet","Respondents who answered UPE_60A = 1","","6"
"UPE_70","1.0","423","Skateboarding - wrist protectors - frequency","When skateboarding, how often do you wear the following equipment? Wrist guards or wrist protectors","Respondents who answered UPE_60A = 1","","6"
"UPE_75","1.0","424","Skateboarding - elbow pads - frequency","When skateboarding, how often do you wear the following equipment? Elbow pads","Respondents who answered UPE_60A = 1","","6"
"UPE_80","1.0","425","Ice hockey - 12 mo","In the past 12 months, have you participated in any of these activities? - Playing ice hockey","Respondents with DOUPE = 1 and PROXYSEX = (1, 2)","In the questionnaire, this variable is found under the question UPE_Q05 category # 6","3"
"UPE_85","1.0","426","Ice hockey - mouth guard - frequency","When playing ice hockey, how often do you wear a mouth guard?","Respondents who answered UPE_80 = 1","","6"
"DOCSS","1.0","427","Current smoking status - Inclusion Flag - (F)","","All respondents","","1"
"CSS_05","1.0","428","Smoked a whole cigarette - lifetime","Have you ever smoked a whole cigarette?","Respondents with DOCSS = 1","","3"
"CSS_10","3.0","429","Smoked first whole cigarette - Age","How old were you when you smoked your first whole cigarette?","Respondents who answered CSS_05 = 1","","3"
"CSS_15","1.0","432","Smoked more than 100 cigarettes - lifetime","Have you smoked more than 100 cigarettes (about 4 packs) in your life?","Respondents who answered CSS_05 = 1","","4"
"CSS_20","1.0","433","Smoked - frequency - 30 d","In the past 30 days, how often did you smoke cigarettes?","Respondents who answered CSS_15 = 1","","6"
"CSS_25","3.0","434","Num of cigarettes smoked daily (daily smoker)","How many cigarettes do you usually smoke each day?","Respondents who answered CSS_20 = 1","","3"
"CSS_35","2.0","437","Smoked 1 cigarette or more (occasional smoker) - Num of days - 30 d","In the past 30 days, how many days have you smoked one or more cigarettes?","Respondents who answered CSS_20 = ( 2, 3)","","3"
"CSS_30","3.0","439","Num of cigarettes smoked daily (occasional smoker)","On the days that you do smoke, how many cigarettes do you usually smoke?","Respondents who answered CSS_20 = (2, 3)","","3"
"CSS_40","1.0","442","Made serious attempt to stop smoking - 12 mo","In the past 12 months, have you made a serious attempt to stop smoking cigarettes, even if you stopped for less than a day?","Respondents who answered CSS_20 = (1, 2, 3)","","4"
"DOSPU","1.0","443","Smoking - past use - Inclusion Flag - (F)","","All respondents","","1"
"SPU_05","1.0","444","Smoked daily - lifetime (occasional / former smoker)","Have you ever smoked cigarettes daily?","Respondents with DOSPU = 1 and ((CSS_20 = (2, 3)) or (CSS_20 = 4 and CCS_15 = 1))","","4"
"SPU_10A","2.0","445","Stopped smoking - month (former occasional smoker)","When did you stop smoking? - month","Respondents who answered SPU_05 = 2 and (CSS_20 = 4 and CCS_15 = 1)","","14"
"SPU_10B","4.0","447","Stopped smoking - year (former occasional smoker)","When did you stop smoking? - year","Respondents who answered SPU_05 = 2 and (CSS_20 = 4 and CCS_15 = 1)","","3"
"SPU_15","3.0","451","Began smoking daily - age (daily / former daily smoker)","At what age did you begin to smoke cigarettes daily?","Respondents who answered CSS_20 = 1 or SPU_05 = 1","","3"
"SPU_20","3.0","454","Num of cigarettes smoked daily (former daily smoker)","When you smoked every day, how many cigarettes did you usually smoke each day?","Respondents who answered SPU_05 = 1","","3"
"SPU_25A","2.0","457","Stopped smoking daily - month (former daily smoker)","When did you stop smoking daily? - month","Respondents who answered SPU_05 = 1","","14"
"SPU_25B","4.0","459","Stopped smoking daily - year (former daily smoker)","When did you stop smoking daily? - year","Respondents who answered SPU_05 = 1","","3"
"SPU_30","1.0","463","Quit smoking completely (former daily smoker)","Was that when you completely quit smoking?","Respondents who answered SPU_05 = 1 and (CSS_20 = 4 and CSS_15 = 1)","","4"
"SPU_35A","2.0","464","Quit smoking completely - month (former daily smoker)","When did you stop completely? - month","Respondents who answered SPU_30 = 2","","14"
"SPU_35B","4.0","466","Quit smoking completely - year (former daily smoker)","When did you stop completely? - year","Respondents who answered SPU_30 = 2","","3"
"SMKDVSTY","2.0","470","Smoking status (type 2) - traditional definition - (D)","","See documentation on derived variables.","","7"
"SMKDVYCS","3.0","472","Num of years respondent has smoked daily - (D)","","See documentation on derived variables.","","3"
"SMKDVSTP","6.2","475","Num of years since respondent stopped smoking completely - (D)","","See documentation on derived variables.","","2"
"DOECV","1.0","481","Electronic cigarettes and vaping - Inclusion Flag - (F)","","All respondents","","1"
"ECV_05","1.0","482","Tried e-cigarette / vaping device - life","Have you ever tried an e-cigarette or vaping device?","Respondents with DOECV = 1","","3"
"ECV_10","3.0","483","Tried e-cigarette / vaping device - age","At what age did you first use an e-cigarette or vaping device?","Respondents who answered ECV_05 = 1","","3"
"ECV_15","1.0","486","Used e-cigarette / vaping device - freq - 30 d","In the past 30 days, how often did you use an e-cigarette or vaping device?","Respondents who answered ECV_05 = 1","","7"
"ECV_20","1.0","487","Used e-cigarette - llast time - nicotine","The last time you used an e-cigarette, did it contain nicotine?","Respondents who answered ECV_15 = (1, 2, 3, 4)","","4"
"ECVDVSMK","1.0","488","E-Cigarette / vaping device and cigarette use - (D)","","See documentation on derived variables.","","6"
"DOECV2","1.0","489","Electronic cigarette and vaping 2 - Inlcusion Flag - (F)","","All respondents","","1"
"ECV2_05A","2.0","490","Vape - e-liquid with nicotine - num of days - 30 d","During the past 30 days, on how many days did you vape the following products? An e-liquid with nicotine","Respondents with DOECV2 = 1 and who answered ECV_05 = 1 and ECV_15 = (1, 2, 3, 4)","","3"
"ECV2_05B","2.0","492","Vape - e-liquid without nicotine - num of days - 30 d","During the past 30 days, on how many days did you vape the following products? An e-liquid without nicotine","Respondents with DOECV2 = 1 and who answered ECV_05 = 1 and ECV_15 = (1, 2, 3, 4)","","3"
"ECV2_05C","2.0","494","Vape - e-liquid unkown contentnum of days - 30 d","During the past 30 days, on how many days did you vape the following products? An e-liquid but you did not know what it contained","Respondents with DOECV2 = 1 and who answered ECV_05 = 1 and ECV_15 = (1, 2, 3, 4)","","3"
"ECV2_10","1.0","496","Tried to quit smoking with e-cigarette / vaping device - 12 mo","During the past 12 months, did you try to quit smoking cigarettes by switching to a vaping device or an e-cigarette?","Respondents with DOECV2 = 1 and who answered (CCS_20 = (1, 2, 3) or (CSS_20 = 4 and CSS_15 = 1))","","4"
"ECV2_15","1.0","497","Tried first - e-cigarette / vaping device or cigarette","Which did you try first, an e-cigarette or vaping device or a cigarette?","Respondents with DOECV2 = 1 and who answered CSS_10 < 996 and ECV_10 < 996","","4"
"DOALC","1.0","498","Alcohol use - Inclusion Flag - (F)","","All respondents","","1"
"ALC_05","1.0","499","Had a drink - lifetime","Have you ever had a drink in your lifetime?","Respondents with DOALC = 1","","3"
"ALC_10","1.0","500","Drank alcohol - 12 mo","In the past 12 months, have you had a drink of beer, wine, liquor or any other alcoholic beverage?","Respondents who answered ALC_05 = 1","","4"
"ALC_15","2.0","501","Drank alcohol - frequency - 12 mo","In the past 12 months, how often did you drink alcoholic beverages?","Respondents who answered ALC_10 = 1","","9"
"ALC_20","2.0","503","Drank 5+ / 4+ drinks one occasion - frequency - 12 mo","How often in the past 12 months have you had [5 / 4] or more drinks on one occasion?","Respondents who answered ALC_10 = 1","","8"
"ALCDVTTM","1.0","505","Type of drinker - 12 months - (D)","","See documentation on derived variables.","","4"
"DOPRM","1.0","506","Medication use - pain relievers - Inclusion Flag - (F)","","All respondents","","1"
"PRM_10","1.0","507","Taken pain relievers - codeine products - 12 mo","In the past 12 months, have you taken any codeine products?","Respondents with DOPRM = 1 and PROXYSEX = (1, 2)","","3"
"PRM_15","1.0","508","Taken pain relievers - oxycodone products - 12 mo","In the past 12 months, have you taken any oxycodone products?","Respondents with DOPRM = 1 and PROXYSEX = (1, 2)","","3"
"PRM_20","1.0","509","Taken pain relievers - fentanyl products - 12 mo","In the past 12 months, have you taken any fentanyl products?","Respondents with DOPRM = 1 and PROXYSEX = (1, 2)","","3"
"PRM_25","1.0","510","Taken pain relievers - other opioid products - 12 mo","In the past 12 months, have you taken any other opioid products?","Respondents with DOPRM = 1 and PROXYSEX = (1, 2)","","3"
"PRM_30","2.0","511","Taken pain relievers - frequency - 12 mo","In the past 12 months, how often did you take any such pain relievers?","Respondents who answered PRM_10 = 1 or PRM_15 = 1 or PRM_20 = 1 or PRM_25 =1","","10"
"PRM_35","1.0","513","Taken pain relievers - prescribed - 12 mo","Thinking about all the pain relievers you have taken in the past 12 months, were they prescribed for you?","Respondents who answered PRM_10 = 1 or PRM_15 = 1 or PRM_20 = 1 or PRM_25 =1","","5"
"PRM_40A","1.0","514","Taken pain relievers - higher dose - 12 mo","In the past 12 months, did you take a higher dose of pain relievers than what was recommended?","Respondents who answered PRM_35 = (2, 3)","","4"
"PRM_40B","1.0","515","Taken pain relievers - more often - 12 mo","In the past 12 months, did you take pain relievers more often than what was recommended?","Respondents who answered PRM_35 = (2, 3)","","4"
"PRM_50","1.0","516","Taken pain relievers - reasons other than pain relief - 12 mo","In the past 12 months, did you ever take or use pain relievers for reasons other than pain relief?","Répondents who answered PRM_10 = 1 or PRM_15 = 1 or PRM_20 = 1 or PRM_25 = 2","","4"
"PRM_55","1.0","517","Taken pain relievers - tampered - 12 mo","In the past 12 months, did you ever tamper with a pain reliever product before taking it?","Répondents who answered PRM_10 = 1 or PRM_15 = 1 or PRM_20 = 1 or PRM_25 = 2","","4"
"PRMDV12M","1.0","518","Pain relief medication use - 12 mo - (D)","","See documentation on derived variables.","Derived from PROXYSEX, PRM_10, PRM_15, PRM_20, PRM_25","3"
"DOCAN","1.0","519","Cannabis use - Inclusion Flag - (F)","","All respondents","","1"
"CAN_05","1.0","520","Used cannabis - lifetime","Have you ever used or tried cannabis?","Respondents with DOCAN = 1 and PROXYSEX = (1, 2)","","3"
"CAN_05A","1.0","521","Used cannabis - once or more - lifetime","Have you used or tried cannabis just once or more than once?","Respondents who answered CAN_05 = 1","","4"
"CAN_05B","3.0","522","Used cannabis - first time - age","At what age did you first try cannabis?","Respondents who answered CAN_05A = (1, 2)","","3"
"CAN_05C","1.0","525","Used cannabis - 12 mo","Have you used cannabis in the past 12 months?","Respondents who answered CAN_05A = (1, 2)","If a respondent answered CAN_05 = 2, the variable CAN_05C was filled with the value of 2.","3"
"CAN_10","1.0","526","Used cannabis - frequency - 12 mo","How often did you use cannabis in the past 12 months?","Respondents who answered CAN_05A = 2 and CAN_05C = 1","If a respondent answered CAN_05A = 1 and CAN_05C = 1, the variable CAN_10 was filled with the value of 1.","7"
"CAN_15A","1.0","527","Used cannabis - method - smoked - 12 mo","In the past 12 months, which of the following methods did you use to consume cannabis? - Smoked","Respondents who answered CAN_05A = 2 and CAN_05C = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_15B","1.0","528","Used cannabis - method - vaporized - 12 mo","In the past 12 months, which of the following methods did you use to consume cannabis? - Vaporized","Respondents who answered CAN_05A = 2 and CAN_05C = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_15C","1.0","529","Used cannabis - method - swallowed - 12 mo","In the past 12 months, which of the following methods did you use to consume cannabis? - Swallowed","Respondents who answered CAN_05A = 2 and CAN_05C = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_15D","1.0","530","Used cannabis - method - absorbed - 12 mo","In the past 12 months, which of the following methods did you use to consume cannabis? - Absorbed","Respondents who answered CAN_05A = 2 and CAN_05C = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_15E","1.0","531","Used cannabis - method - other - 12 mo","In the past 12 months, which of the following methods did you use to consume cannabis? - Other","Respondents who answered CAN_05A = 2 and CAN_05C = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_15BA","1.0","532","Used cannabis - vaporized - dried flower, leaf","Which cannabis preparation did you vaporize? - Dried flower or leaf","Respondents who answered CAN_15B = 1","","4"
"CAN_15BB","1.0","533","Used cannabis - vaporized - cannabis liquid","Which cannabis preparation did you vaporize? - Cannabis liquid","Respondents who answered CAN_15B = 1","","4"
"CAN_15BC","1.0","534","Used cannabis - vaporized - cannabis solid","Which cannabis preparation did you vaporize? - Cannabis solid","Respondents who answered CAN_15B = 1","","4"
"CAN_20","1.0","535","Used cannabis - method used most often - 12 mo","In the past 12 months, which of the following methods did you use most often to consume cannabis?","Respondents who answered CAN_05A = 2 and CAN_05C = 1","","7"
"CAN_25A","1.0","536","Used cannabis - product - Dried flower or leaf - 12 mo","In the past 12 months, which of the following cannabis products have you used? - Dried flower or leaf","Respondents who answered CAN_05A = 2 and CAN_05C = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_25B","1.0","537","Used cannabis - product - hashish - 12 mo","In the past 12 months, which of the following cannabis products have you used? - Hashish","Respondents who answered CAN_05A = 2 and CAN_05C = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_25C","1.0","538","Used cannabis - product - cannabis oil - 12 mo","In the past 12 months, which of the following cannabis products have you used? - Cannabis oil for oral use","Respondents who answered CAN_05A = 2 and CAN_05C = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_25D","1.0","539","Used cannabis - product - cannabis vape pens / cartridges - 12 mo","In the past 12 months, which of the following cannabis products have you used? - Cannabis vape pens or cartridges","Respondents who answered CAN_05A = 2 and CAN_05C = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_25E","1.0","540","Used cannabis - product - cannabis concentrates - 12 mo","In the past 12 months, which of the following cannabis products have you used? - Cannabis concentrates","Respondents who answered CAN_05A = 2 and CAN_05C = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_25F","1.0","541","Used cannabis - product - àcannabis edible food products - 12 mo","In the past 12 months, which of the following cannabis products have you used? - Cannabis edible food products","Respondents who answered CAN_05A = 2 and CAN_05C = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_25G","1.0","542","Used cannabis - product - cannabis beverages - 12 mo","In the past 12 months, which of the following cannabis products have you used? - Cannabis beverages","Respondents who answered CAN_05A = 2 and CAN_05C = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_25H","1.0","543","Used cannabis - product - topicals - 12 mo","In the past 12 months, which of the following cannabis products have you used? - - Topicals","Respondents who answered CAN_05A = 2 and CAN_05C = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_25I","1.0","544","Used cannabis - product - other - 12 mo","In the past 12 months, which of the following cannabis products have you used? - Other","Respondents who answered CAN_05A = 2 and CAN_05C = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_30","1.0","545","Used cannabis - purpose - 12 mo","In the past 12 months, for which of the following purposes have you used cannabis?","Respondents who answered CAN_05A = 2 and CAN_05C = 1","","5"
"CAN_35A","1.0","546","Used cannabis - medical purpose - pain - 12 mo","In the past 12 months, when you used cannabis for medical purposes, which symptoms were you using it for? - Pain","Respondents who answered CAN_30 = (2, 3)","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_35B","1.0","547","Used cannabis - medical purpose - nausea vomiting - 12 mo","In the past 12 months, when you used cannabis for medical purposes, which symptoms were you using it for? - Nausea or vomiting","Respondents who answered CAN_30 = (2, 3)","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_35C","1.0","548","Used cannabis - medical purposelack of appetite - 12 mo","In the past 12 months, when you used cannabis for medical purposes, which symptoms were you using it for? - Lack of appetite or weight loss","Respondents who answered CAN_30 = (2, 3)","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_35D","1.0","549","Used cannabis - medical purposeheadaches / migraines - 12 mo","In the past 12 months, when you used cannabis for medical purposes, which symptoms were you using it for? - Headaches or migraines","Respondents who answered CAN_30 = (2, 3)","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_35E","1.0","550","Used cannabis - medical purpose - muscle spasms / seizures - 12 mo","In the past 12 months, when you used cannabis for medical purposes, which symptoms were you using it for? - Muscle spasms or seizures","Respondents who answered CAN_30 = (2, 3)","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_35F","1.0","551","Used cannabis - medical purposeanxiety / depression - 12 mo","In the past 12 months, when you used cannabis for medical purposes, which symptoms were you using it for? - Anxiety or depression","Respondents who answered CAN_30 = (2, 3)","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_35G","1.0","552","Used cannabis - medical purposesymptoms of PTSD - 12 mo","In the past 12 months, when you used cannabis for medical purposes, which symptoms were you using it for? - Symptoms of PTSD","Respondents who answered CAN_30 = (2, 3)","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_35H","1.0","553","Used cannabis - medical purposeproblems sleeping - 12 mo","In the past 12 months, when you used cannabis for medical purposes, which symptoms were you using it for? - Problems sleeping","Respondents who answered CAN_30 = (2, 3)","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_35I","1.0","554","Used cannabis - purposeopioid withdrawal symptoms - 12 mo","In the past 12 months, when you used cannabis for medical purposes, which symptoms were you using it for? - Opioid withdrawal symptoms","Respondents who answered CAN_30 = (2, 3)","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_35J","1.0","555","Used cannabis - medical purposeother - 12 mo","In the past 12 months, when you used cannabis for medical purposes, which symptoms were you using it for? - Other","Respondents who answered CAN_30 = (2, 3)","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"CAN_40","1.0","556","Used cannabis - has a medical document for medical purposes use","Do you have a medical document from a healthcare professional to use cannabis for medical purposes?","Respondents who answered CAN_30 = (2, 3)","","4"
"CAN_45","2.0","557","Used cannabis - num of days - 30 d","In the past 30 days, on how many days did you use cannabis?","Respondents who answered CAN_05A = 2 and CAN_05C = 1","","9"
"CAN_50","3.0","559","Used cannabis - daily - age","At what age did you begin to use cannabis daily or almost daily?","Respondents who answered CAN_10 = 5 or CAN_45 = (6, 7)","","3"
"CANDVF12","2.0","562","Cannabis - frequency of use - 12 mo - (D)","","See documentation on derived variables.","","7"
"CANDVLEO","1.0","564","Cannabis use - lifetime (excluding ""just once"") - (D)","","See documentation on derived variables.","","3"
"CANDVLIO","1.0","565","Cannabis use - lifetime (including ""just once"") - (D)","","See documentation on derived variables.","","3"
"CANDVLS3","1.0","566","Cannabis user status - lifetime - 3 categories - (D)","","See documentation on derived variables.","","4"
"CANDVLS5","1.0","567","Cannabis user status - lifetime - 5 categories - (D)","","See documentation on derived variables.","","6"
"CANDVYEO","1.0","568","Cannabis use - 12 mo (excluding ""just once"") - (D)","","See documentation on derived variables.","","3"
